,v,d,result
0,2.2888301130878235,1.4494075396800128,Transition
1,1.2149139308940051,0.8900901640026094,Laminar
2,1.042335252595314,1.3184146641309586,Laminar
3,0.7992837211137384,0.8802417158340039,Laminar
4,0.8915702699579814,1.4556551930743669,Laminar
5,1.638973750627804,0.9518719258790874,Laminar
6,0.43442340051121164,1.4491357340070543,Laminar
7,2.2895948837279403,1.5831262240835908,Turbulent
8,1.1486930402238977,1.2920685226165958,Laminar
9,0.9364471174238213,1.3915843954772242,Laminar
10,0.8812957270327796,0.8378106780516521,Laminar
11,1.1676996336249377,1.1536250071256724,Laminar
12,2.369644891183214,1.4082860882383677,Transition
13,0.5922530960902316,1.066460417361451,Laminar
14,1.0820672034184033,1.4839959128410996,Laminar
15,1.9433750641235794,1.753654930430737,Transition
16,2.2698830600608972,1.2698363586805628,Transition
17,1.9229368884556557,1.592732569473929,Transition
18,2.278660554801154,1.2559564125407667,Transition
19,1.9058128284939277,1.1480202491748468,Transition
20,0.9176474725937932,1.0015225348423318,Laminar
21,1.1116825186507593,1.6285197623119894,Transition
22,1.8698535462501376,0.9646229653879251,Transition
23,1.3977282218114397,1.7027877156912383,Transition
24,2.156586967004089,1.0630629857618459,Transition
25,1.966976289296487,1.233968331411933,Transition
26,0.9610713629961728,1.080655695720489,Laminar
27,1.3704242016406711,1.069087769651817,Laminar
28,0.9897079045481193,1.602838476106245,Laminar
29,1.7705618355239992,0.9167751104370531,Laminar
30,1.2806074557011624,0.9334840078111968,Laminar
31,1.5760970499267395,1.3830028347639982,Transition
32,2.022690494210877,1.2508443938988103,Transition
33,1.8964879269306212,1.1094067496033047,Transition
34,1.1438952518825345,1.3544760705683756,Laminar
35,1.7568041291176097,1.2130944972081212,Transition
36,1.0356054124355807,1.584569269830975,Laminar
37,1.8787221107268959,1.2979302267399784,Transition
38,1.5969994493592718,1.3968238207131587,Transition
39,2.117607853613949,1.6192147343508538,Transition
40,1.9240162806844268,1.3009674113459981,Transition
41,0.6961742305736968,1.144581369306338,Laminar
42,1.2086674469031844,1.5483512180571815,Transition
43,1.01170612812252,1.5510569861582748,Laminar
44,1.7458230013015346,1.3850756900455286,Transition
45,0.943392871755001,1.2375362542725972,Laminar
46,0.5471616676881735,1.2424296292628967,Laminar
47,0.8292269849730737,1.346601251850061,Laminar
48,0.47936213917677095,1.3981439564703038,Laminar
49,0.5261122682902181,1.3629416914547603,Laminar
50,1.0220552137453627,1.7007633765162884,Laminar
51,2.181401624920554,1.0398576309326195,Transition
52,1.7771521292971766,0.9169701245057283,Laminar
53,1.3936410563376653,1.7003596762329398,Transition
54,0.7476583390757835,0.9724424740913312,Laminar
55,1.2892569953045165,1.732735966474307,Transition
56,1.2168791409051325,1.551064610808384,Transition
57,1.6639303991612335,1.3094137307991196,Transition
58,1.953652922906572,1.384006866380814,Transition
59,1.5233395614508685,1.6585843672671197,Transition
60,1.612625413934322,1.0169307397031129,Laminar
61,1.0467788083586869,1.5538770145733234,Laminar
62,1.7479030620741982,0.8428495882730067,Laminar
63,0.5458721346114436,1.7368792758295073,Laminar
64,1.7071618663280357,1.2671672096133313,Transition
65,2.0099672813065976,1.034109976322874,Transition
66,2.0061579249059602,1.6655221020900965,Transition
67,1.8028814423997122,1.39572883295586,Transition
68,1.008821271550385,1.0356827807709914,Laminar
69,2.156252116687565,1.5173969104306981,Transition
70,1.038279861761489,1.6694622393205387,Laminar
71,1.4137209299493243,1.3069559853438522,Transition
72,1.336012608548975,1.287412475176267,Laminar
73,2.189385200418457,0.8197584717557145,Transition
74,1.1298306961386224,1.5557686008016514,Laminar
75,2.2902678011622855,1.2188290049147712,Transition
76,0.5994209957606814,1.6604719054053654,Laminar
77,0.7608146096593845,1.260668900111993,Laminar
78,0.6650377842712637,1.424621477382455,Laminar
79,1.8640858942806586,0.9583219526577097,Transition
80,1.6685669602146609,1.0037836946627292,Laminar
81,0.5570055586268768,1.1330291246467254,Laminar
82,0.45058354582416615,1.062090082614687,Laminar
83,0.4979694223732102,1.6328138395631826,Laminar
84,0.7664441083352199,0.947687660457695,Laminar
85,0.7244791995076204,1.4228690676450855,Laminar
86,0.8305993030241589,1.4866447505555687,Laminar
87,1.8400986647060735,1.4065878717383713,Transition
88,1.0607083114885154,0.9437796004643062,Laminar
89,1.3891891020271894,0.92406363349678,Laminar
90,0.663570079961645,0.9245287667744725,Laminar
91,1.4767288247754218,1.376765183692085,Transition
92,1.365121876309955,1.3417626410672474,Transition
93,1.0701258960226756,0.9160227346947002,Laminar
94,0.4029476243603919,1.3440328079061663,Laminar
95,2.1189152739528265,1.2158501273482347,Transition
96,0.470930276271761,1.1686695058010867,Laminar
97,1.5679658414616275,0.9157522412230936,Laminar
98,0.6928134332312189,1.1252962036071736,Laminar
99,2.3974968786378086,1.1435486213987303,Transition
100,2.2205906781598843,0.9765860960824042,Transition
101,2.207906710286595,1.1888154260605917,Transition
102,0.908530691265505,0.8890573706354951,Laminar
103,1.566771229267701,1.2857902290851597,Transition
104,1.5231159630791522,1.02362547378041,Laminar
105,1.1630970063613435,1.0006246367589495,Laminar
106,1.6271909388372108,1.3280012657539522,Transition
107,2.3584405224507052,1.3360456595501229,Transition
108,1.765960570743934,1.1590172875044424,Transition
109,1.6704228582667984,0.9863111312356141,Laminar
110,2.2286644435326357,1.3764429810977004,Transition
111,2.1489924670860976,0.962832372267523,Transition
112,2.362456882013546,1.6115451262418214,Turbulent
113,2.2780917153806355,1.7180972945655866,Turbulent
114,2.3939400666891744,1.3166034755425877,Transition
115,1.0590035425012814,1.1126390232172882,Laminar
116,0.7542940105035939,1.2612721102692857,Laminar
117,1.942961195300374,0.8887538690745713,Laminar
118,1.191458655345777,1.5591883308693557,Transition
